Date,Close,High,Low,Open,Volume
2022-01-03,7.769082069396973,7.793360233798201,7.769082069396973,7.793360233798201,20700
2022-01-04,7.7286152839660645,7.7528934400001335,7.720522308025154,7.744800464059223,9600
2022-01-05,7.66387414932251,7.728616422812537,7.663874149322511,7.720523445679089,12800
2022-01-06,7.639595985412598,7.647688963359084,7.639595985412598,7.647688963359084,8500
2022-01-07,7.647688865661621,7.647688865661621,7.607224748234966,7.631503681764267,5900
2022-01-10,7.623412132263184,7.647690298552458,7.59913396597391,7.615319152903762,3500
2022-01-11,7.582946300506592,7.752894969857917,7.582946300506592,7.6153174388692815,20500
2022-01-12,7.647688865661621,7.647688865661621,7.599132542180712,7.647688865661621,17900
2022-01-13,7.639595985412598,7.663874919252056,7.631503779254968,7.639595985412598,18600
2022-01-14,7.615318775177002,7.623411754135004,7.599133589049949,7.615318775177002,14600
2022-01-18,7.50201940536499,7.5829468714708055,7.502019405364989,7.5829468714708055,9600
2022-01-19,7.332071304321289,7.518205185726711,7.332071304321289,7.518205185726711,28300
2022-01-20,7.445370197296143,7.445370197296143,7.356349742674742,7.356349742674742,45800
2022-01-21,7.416159152984619,7.464842475939619,7.367475056222153,7.367475056222153,24400
2022-01-24,7.440500736236572,7.61089391240258,7.343133317542776,7.367474978764361,56500
2022-01-25,7.472957611083984,7.481071757253971,7.261994453509773,7.294450264382147,21000
2022-01-26,7.456727981567383,7.5378678811017,7.456727981567383,7.513526220764377,28700
2022-01-27,7.481071949005127,7.513527760709392,7.456729509871237,7.472957802627164,13200
2022-01-28,7.472957611083984,7.513527568126344,7.432387654041626,7.489185129616387,15200
2022-01-31,7.570326328277588,7.570326328277588,7.432388915212095,7.456730584044918,7200
2022-02-01,7.610893726348877,7.627121242164088,7.570323776099692,7.570323776099692,16500
2022-02-02,7.586553573608398,7.6758068628504335,7.57032528076025,7.610895239073027,15200
2022-02-03,7.489185333251953,7.586553542324144,7.335020420868233,7.586553542324144,8000
2022-02-04,7.432387351989746,7.521641408617169,7.432387351989747,7.489184825256261,8400
2022-02-07,7.481071949005127,7.481071949005127,7.456729509871237,7.472957802627164,16600
2022-02-08,7.52164363861084,7.586555276962383,7.464845374697414,7.481073671189184,26600
2022-02-09,7.416159152984619,7.5135265727020855,7.391816717699653,7.5135265727020855,17200
2022-02-10,7.335019111633301,7.456728190538178,7.335019111633301,7.399930723556896,13800
2022-02-11,7.375588893890381,7.383703038647159,7.335018943913926,7.3512472334274825,7000
2022-02-14,7.2457661628723145,7.3837035378332585,7.197082064847722,7.359361101917219,24700
2022-02-15,7.326906681060791,7.367476641457571,7.213311720518964,7.213311720518964,21400
2022-02-16,7.294451713562012,7.310680009126038,7.221425931139335,7.286337565779998,68200
2022-02-17,7.224483489990234,7.3465183721536365,7.191940803021404,7.273297132504052,43200
2022-02-18,7.2326202392578125,7.289569754440653,7.200077548313482,7.21634850584617,17900
2022-02-22,7.2163472175598145,7.224483082813193,7.20007626293187,7.20007626293187,18200
2022-02-23,7.338382720947266,7.338382720947266,7.200076117940229,7.200076117940229,27000
2022-02-24,7.379062175750732,7.379062175750732,7.273298233127708,7.281434100070781,33300
2022-02-25,7.370923042297363,7.403465716343505,7.354651317335017,7.403465716343505,7700
2022-02-28,7.395328998565674,7.411599945767676,7.379057275485212,7.395328998565674,10800
2022-03-01,7.419742107391357,7.50923433268613,7.39533527792535,7.419742107391357,24100
