Date,Close,High,Low,Open,Volume
2022-01-03,150.53782653808594,153.30067984051854,150.18313215833996,152.0032623765385,173600
2022-01-04,152.6753387451172,154.75680440420552,151.56459705829258,151.86327587957788,212100
2022-01-05,155.64353942871094,159.3677887678177,153.07670444562874,154.11277295395345,295800
2022-01-06,154.46743774414062,156.875596901732,152.93667156363304,156.875596901732,230300
2022-01-07,155.43817138671875,156.1288883837566,153.25403186543417,155.73686443704923,216200
2022-01-10,151.58326721191406,156.91295628839063,150.87389249061494,155.00883769834013,400800
2022-01-11,153.2446746826172,153.347348628897,148.0923482214859,150.62183888693033,222500
2022-01-12,156.54891967773438,157.30496691012493,154.8688068043836,155.66219779088703,353800
2022-01-13,154.56080627441406,158.5650770292382,153.90743291187607,156.8662920441683,254700
2022-01-14,155.25149536132812,155.550174169209,152.97401070105388,153.0113402111133,169400
2022-01-18,152.98336791992188,153.81408853703846,151.1912520125177,153.81408853703846,190100
2022-01-19,152.79664611816406,156.90358963892396,151.82592229978337,156.90358963892396,269700
2022-01-20,150.02447509765625,155.41949348861695,149.84712788620254,152.24595828539347,358000
2022-01-21,140.79324340820312,149.23113888936143,140.39189055130302,149.23113888936143,445000
2022-01-24,142.07196044921875,142.84666522726909,136.49959503369152,138.19836534662957,451500
2022-01-25,141.42794799804688,142.15599461688524,136.07958690411877,139.80383633315398,413400
2022-01-26,139.13177490234375,144.48012113079432,137.90903044755976,142.9773554915824,476200
2022-01-27,140.5692138671875,143.7427493905097,139.06644819022432,140.89589338850246,421900
2022-01-28,141.49325561523438,142.42665002801508,137.95569705748161,142.42665002801508,398300
2022-01-31,142.6973419189453,142.87468913559124,140.59720449702584,141.8199488949929,539200
2022-02-01,147.90570068359375,148.63374726377955,143.9574316420438,144.77882337044625,277600
2022-02-02,149.3898162841797,150.47255749422175,146.794980301733,147.6257009688836,325800
2022-02-03,149.10975646972656,151.63926157855948,147.4483155652047,149.12842834575164,160400
2022-02-04,145.7401885986328,150.50050532904152,145.66551534391448,148.20434903447017,299800
2022-02-07,143.7800750732422,146.77627752988684,142.8466806215418,146.77627752988684,428900
2022-02-08,148.41905212402344,148.53106914724725,144.4614686176986,144.81614883757686,526100
2022-02-09,152.28329467773438,153.1886884090012,147.66299512442072,149.12843120743952,250200
2022-02-10,150.15516662597656,154.43945814729187,149.55779472375713,149.87515967374057,222800
2022-02-11,150.15516662597656,152.32064867306548,147.82168040754604,148.71774538211,270500
2022-02-14,151.06991577148438,152.04063985065747,148.9417773064962,150.78055149317754,337500
2022-02-15,155.5968475341797,156.39023849106678,150.1925000893141,152.13396219910598,344800
2022-02-16,156.99693298339844,158.11700339886602,154.97146887349814,155.78351743228023,304200
2022-02-17,162.16799926757812,168.0950470291673,161.2532622128511,161.2532622128511,658900
2022-02-18,163.29737854003906,164.65079782937497,160.5438673839824,161.7199394247383,465700
2022-02-22,163.01731872558594,168.02031304796137,162.99866109302576,165.43482093408383,560800
2022-02-23,161.16920471191406,165.136130798028,160.74918009246616,163.8573850643292,393100
2022-02-24,161.45855712890625,161.93459738161366,154.74744920535605,156.60490916339046,398000
2022-02-25,171.20321655273438,171.34323427245715,163.01734284422213,163.02668590435212,562600
2022-02-28,178.15699768066406,178.4183469924988,169.52309884531093,169.68177419589136,1044300
2022-03-01,174.7127685546875,181.92791800027393,170.5218365356338,178.08232313208887,646700
2022-03-02,176.6075897216797,178.2783597056371,173.6020581202289,175.76752607810795,543700
2022-03-03,177.3729705810547,179.2397597377189,173.00469079084644,178.10101721275606,584700
2022-03-04,176.2808837890625,176.85958381474026,172.03393601497234,176.22488239850912,396400
2022-03-07,172.38864135742188,178.88505943603894,171.1752255964679,176.28089491367746,476200
2022-03-08,169.88711547851562,173.0699939105304,166.72290892303621,171.07253039530843,444200
2022-03-09,176.42088317871094,177.69964328409276,169.13107466617296,170.596510816565,534800
2022-03-10,176.5474853515625,178.30104634411114,172.215137151281,175.9567073449992,429200
2022-03-11,176.50997924804688,178.7136637721901,173.28416628875235,176.1723938381507,634400
2022-03-14,175.98484802246094,178.85431682702415,173.57487483832728,176.46308805365132,367400
2022-03-15,178.20724487304688,178.79802280605566,173.2935201002636,173.45293341531035,391500
2022-03-16,177.6727752685547,182.53962559564732,174.91583016011765,180.44846478777484,401900
2022-03-17,179.13565063476562,180.66416441315815,177.11952459190013,177.86970170915433,445300
2022-03-18,179.57638549804688,180.09214299176784,175.8254427200198,178.07600266335157,733900
2022-03-21,182.58648681640625,186.08423625017,180.39217485597754,183.22414009282076,450400
2022-03-22,183.12098693847656,184.68700350338005,181.54559816972628,183.30853117636948,391900
2022-03-23,182.23953247070312,183.86182535564,180.6641435360637,182.98972380997844,484700
2022-03-24,183.13040161132812,184.69643284811153,181.39559912262266,183.71180748494817,423200
2022-03-25,182.79281616210938,183.68367653884195,181.60190210564534,183.5148766695147,404300
2022-03-28,179.0605926513672,181.75190329316433,177.2601421904328,181.75190329316433,607300
2022-03-29,173.71551513671875,177.44769871594352,169.77702858645404,177.44769871594352,852500
2022-03-30,173.1810302734375,175.928603442931,171.56813795833406,175.27219128410195,588500
2022-03-31,171.9337921142578,175.7784986869404,171.47429661498333,172.62770715591745,528400
2022-04-01,173.26539611816406,175.41280416414025,170.83665024560563,172.9090520416101,385600
2022-04-04,170.8554229736328,173.43419586631822,169.29877844795783,173.26541032697762,330800
2022-04-05,167.85467529296875,172.02759592314692,167.42331061370191,170.039600995671,400200
2022-04-06,167.6952362060547,169.29875585059716,165.6040901095432,167.78900116804752,612600
2022-04-07,167.33889770507812,168.2109991636907,164.994558946787,167.19824310306396,258400
2022-04-08,168.19229125976562,169.692674241836,166.56062583991755,168.41735299968994,283000
2022-04-11,171.6431121826172,174.59698780896554,168.7924023498736,168.7924023498736,422900
2022-04-12,172.88095092773438,177.43834691517924,171.7369122508528,172.78717163603812,389000
2022-04-13,177.39144897460938,177.86968899899168,172.07448962266017,174.28754630132724,258900
2022-04-14,182.16452026367188,182.98036000034298,179.07000409883705,180.26091805928985,363400
2022-04-18,182.42709350585938,184.54638530737304,180.8048147804339,182.46461094606389,302400
2022-04-19,186.14987182617188,186.46871277570983,181.836297044838,181.92068980705022,399600
2022-04-20,188.13790893554688,188.85058288180997,185.2684401222556,187.16265584201787,367000
2022-04-21,184.94960021972656,192.17016194015488,183.68366566392305,188.93497677482063,335600
2022-04-22,180.6453857421875,185.96234488687105,179.82017383389046,185.96234488687105,492500
2022-04-25,178.52609252929688,181.31116816297882,172.15886034799925,178.27289993295074,504000
2022-04-26,175.1221160888672,178.73240372368758,174.8501790718972,178.43232147586363,417600
2022-04-27,177.45709228515625,181.22677914140746,175.1314976661848,177.22265838226306,477500
2022-04-28,186.73129272460938,187.7065314429471,179.8858200518671,181.65813974565444,489500
2022-04-29,185.90606689453125,194.5426173320963,184.6588769355204,190.21965601127994,491500
2022-05-02,185.5028839111328,187.30333474652133,181.43310007944817,185.8217106165356,451600
2022-05-03,191.8794403076172,192.56399754941964,183.54297198621063,184.10561902985754,543300
2022-05-04,198.26541137695312,198.48110084583323,190.92295494880187,190.92295494880187,536600
2022-05-05,185.24969482421875,197.69345186706428,183.7680706657625,197.21519749105877,630400
2022-05-06,184.90269470214844,186.07486417655207,178.74177938521174,184.0868693267505,501800
2022-05-09,180.96421813964844,184.41509270370142,179.2106570877321,180.4203297563957,446800
2022-05-10,178.10411071777344,183.03660899503421,176.05048182984322,182.07074249842347,473900
2022-05-11,175.83480834960938,181.90195921085373,175.72228464926454,177.8696930135391,539400
2022-05-12,175.5909881591797,177.17576358603122,172.37456197322948,174.24064662840183,422000
2022-05-13,174.87832641601562,178.4979865952193,174.61576157886802,175.76917242124566,388500
2022-05-16,173.9593505859375,177.40083900718685,173.47173830730716,175.37534069959614,361800
2022-05-17,179.92332458496094,180.85168797798994,175.51597013670332,176.960090970304,250400
2022-05-18,171.05233764648438,179.56697778603112,170.245884536322,179.1074822354439,356500
2022-05-19,167.6483612060547,170.68662955227012,162.91279379642555,170.0208310130718,644800
2022-05-20,167.34832763671875,169.5707567774081,163.49423314578326,168.8862136888186,399700
2022-05-23,168.84869384765625,171.2680537566021,167.18889759328528,170.11464281108886,432800
2022-05-24,167.80775451660156,168.49229738295585,164.40378459140442,167.24512183651717,236800
2022-05-25,175.26278686523438,176.12551625294893,165.64162426912426,166.4199465739097,420500
2022-05-26,187.60958862304688,188.90974068109293,177.56630608034087,177.56630608034087,670000
2022-05-27,193.1117706298828,193.37557050167968,188.54235432194633,189.0982316866749,457900
2022-05-31,183.1532745361328,192.5559069921086,182.67278499469703,192.5559069921086,1043200
2022-06-01,184.0859832763672,185.60283954515236,179.02666174289712,184.64184619836587,445300
2022-06-02,185.62167358398438,187.93934550049914,183.51126063371652,186.22464665891633,253300
2022-06-03,182.3053436279297,185.64053583707184,181.4291543032281,183.95409996565,215600
2022-06-06,185.0752410888672,186.35656076771875,182.1828447408074,184.32152109377571,242100
2022-06-07,189.00396728515625,189.1452834778578,183.44530994005373,183.59604242026487,301500
2022-06-08,183.19094848632812,186.98779733177398,181.1370618568934,186.7051505363088,273800
2022-06-09,177.26483154296875,181.8436634188107,177.13293162786272,181.71176350370467,275400
2022-06-10,176.0023651123047,177.47211118301914,173.33608909899039,173.45857273022096,295700
2022-06-13,168.38043212890625,172.22439176804784,167.13679178564774,170.64157809262935,374700
2022-06-14,165.6764678955078,170.97132662902143,165.5068740498572,168.51232368719826,519000
2022-06-15,169.36964416503906,171.67789972195777,165.30899591726552,168.64418748966062,506900
2022-06-16,157.65875244140625,167.35344555307603,157.02751616935174,166.40186862534296,604300
2022-06-17,160.2591094970703,161.44620879390305,157.13117652698412,157.8660495739777,1013900
2022-06-21,160.58885192871094,163.9617377852377,160.4569520069926,163.9617377852377,453800
2022-06-22,156.424560546875,158.18636965716533,154.9830777519079,155.71795076989062,490300
2022-06-23,154.01266479492188,158.02620306561494,151.01663193008488,157.90373381595418,503600
2022-06-24,162.79347229003906,163.0667028002309,154.87944817546338,155.03019505170624,631900
2022-06-27,163.87693786621094,165.1299942326044,161.4650455185111,164.1501539813436,379200
2022-06-28,162.85003662109375,166.1287025838337,162.19995320261614,166.1287025838337,347000
2022-06-29,160.99395751953125,162.84055613868443,158.51610825524753,162.84055613868443,395100
2022-06-30,160.03297424316406,162.0114872625142,156.11364210777228,157.7152879740971,408600
2022-07-01,161.17295837402344,162.07741068129133,156.2832172643238,158.77048267332586,437100
2022-07-05,159.91995239257812,160.2968052428962,153.09880654410912,156.58474572560283,481100
2022-07-06,159.82569885253906,161.2483345999268,155.6425669517025,160.04238847774118,617400
2022-07-07,164.2349853515625,165.84604782159624,162.27531889962663,163.77332838959194,418600
2022-07-08,162.586181640625,164.9603797870009,162.03030443974146,164.9603797870009,325800
2022-07-11,163.2174530029297,165.02637242667046,160.8809195015859,161.1353030634285,374900
2022-07-12,163.10438537597656,166.92949758195914,162.58621634024078,162.58621634024078,408300
2022-07-13,165.44090270996094,165.70470253453072,160.2685141387653,160.2685141387653,395800
2022-07-14,164.5835418701172,165.1017252179481,160.26851002747102,160.81495661463708,383400
2022-07-15,166.2511444091797,166.8164235703245,163.61313186246844,166.30767088769298,242400
2022-07-18,165.19593811035156,170.60386335277326,164.54585482651893,168.2579137580756,293300
2022-07-19,170.03855895996094,170.5850055351014,164.16899157900488,164.7060218665781,346800
2022-07-20,169.21890258789062,169.89724909429503,166.58088999365262,169.45443916994736,303100
2022-07-21,173.0440216064453,173.30782143928388,167.94700630764902,169.60519311522017,391200
2022-07-22,170.27410888671875,175.1638508317283,168.48403653978082,174.13691474191666,339000
2022-07-25,174.4855194091797,175.05081302875712,171.40469649690914,172.054779846619,272000
2022-07-26,173.5150909423828,174.29707413524622,170.47196226789956,173.38319102888852,307800
2022-07-27,175.91757202148438,176.40749216101995,170.39659369737348,173.87311611597747,387500
2022-07-28,175.55014038085938,178.0091430591118,169.95378846649083,170.85825533564676,623500
2022-07-29,179.2433624267578,179.71443565258372,175.07907683557846,177.12353291054123,469500
2022-08-01,180.11012268066406,181.2030159374182,177.24600399594294,177.67938328244043,470000
2022-08-02,175.6537628173828,180.6565574939772,174.36302695477707,180.6565574939772,374500
2022-08-03,170.80172729492188,176.6241999575742,170.45313770119526,176.6241999575742,493500
2022-08-04,174.90003967285156,176.13424903356417,169.62401460878496,170.81112815500643,357000
2022-08-05,177.6982421875,179.20568225517366,173.66585653888896,173.66585653888896,251400
2022-08-08,177.0387420654297,182.25822704927066,172.69544637562137,179.2433612981704,552800
2022-08-09,179.0643310546875,179.74267756947168,177.08583236657716,178.15987861898344,273400
2022-08-10,182.71044921875,183.5678059153631,179.99707729164234,180.89211351979276,274800
2022-08-11,182.8423614501953,187.47772008156656,182.79525125429657,183.42648762650222,270700
2022-08-12,185.79122924804688,186.28114930124096,181.8718975745148,183.4923902015327,208300
2022-08-15,184.7078094482422,184.98102558597492,181.6458335677914,183.19095312934758,201500
2022-08-16,186.00794982910156,187.35522660576427,185.44267063605062,185.791260190566,200100
2022-08-17,183.5301055908203,184.48166819647642,182.56911232133814,184.0294419891956,159200
