Date,Close,Return
2018-01-03,40.297149658203125,-0.00017434104857150245
2018-01-04,40.48433303833008,0.004645077423952371
2018-01-05,40.94526290893555,0.011385388766786964
2018-01-08,40.793190002441406,-0.003714053731499023
2018-01-09,40.78848648071289,-0.00011530164050010949
2018-01-10,40.77913284301758,-0.00022932053876856262
2018-01-11,41.01076889038086,0.005680259270224752
2018-01-12,41.43426513671875,0.010326464433521476
2018-01-16,41.22369384765625,-0.005082056804137536
2018-01-17,41.904544830322266,0.016516011039237055
2018-01-18,41.94198989868164,0.0008935801238503238
2018-01-19,41.75481033325195,-0.0044628203354646345
2018-01-22,41.41320037841797,-0.008181331734177233
2018-01-23,41.42255783081055,0.00022595337494024648
2018-01-24,40.762760162353516,-0.015928462726806036
2018-01-25,40.03510284423828,-0.017851031559616093
2018-01-26,40.12869644165039,0.0023377883597863747
2018-01-29,39.298091888427734,-0.02069851818960544
2018-01-30,39.066463470458984,-0.005894139049457459
2018-01-31,39.17408752441406,0.0027548962561319
2018-02-01,39.255985260009766,0.0020906099100499453
2018-02-02,37.55264663696289,-0.04339054571589296
2018-02-05,36.614410400390625,-0.024984556898015375
2018-02-06,38.14460372924805,0.041792106226052894
2018-02-07,37.32804489135742,-0.021406929370313854
2018-02-08,36.30089569091797,-0.027516822898947746
2018-02-09,36.744903564453125,0.012231320056552697
2018-02-12,38.22494888305664,0.040278927824845434
2018-02-13,38.60788345336914,0.01001792236489396
2018-02-14,39.31970977783203,0.01843733094881106
2018-02-15,40.64000701904297,0.03357850931939743
2018-02-16,40.508426666259766,-0.003237704971890132
2018-02-20,40.3721809387207,-0.003363392230993356
2018-02-21,40.188934326171875,-0.0045389327078210195
2018-02-22,40.52486801147461,0.008358860241884258
2018-02-23,41.22966384887695,0.01739168742518249
2018-02-26,42.044857025146484,0.019772006370402107
2018-02-27,41.90861511230469,-0.003240394247513101
2018-02-28,41.84516906738281,-0.0015139141379846288
2018-03-01,41.112205505371094,-0.01751608556847828
2018-03-02,41.396461486816406,0.006914150626343263
2018-03-05,41.53976821899414,0.003461811155607508
2018-03-06,41.50453567504883,-0.0008481641919514393
2018-03-07,41.119239807128906,-0.009283223186413059
2018-03-08,41.567962646484375,0.010912722157807808
2018-03-09,42.28213882446289,0.017180928111686367
2018-03-12,42.69091796875,0.009667891825060781
2018-03-13,42.27978515625,-0.009630451441708265
2018-03-14,41.92034912109375,-0.008501368534109432
2018-03-15,41.96968460083008,0.0011768861846501721
2018-03-16,41.82169723510742,-0.0035260537964521
2018-03-19,41.182674407958984,-0.015279696171967116
